banda ancha fija,dial up,total_conexion,accesos por cada 100 hogares,accesos por cada 100 hab,adsl,cablemodem,fibra óptica,wireless,otros Mbps,hasta 512 kbps,+ 512 kbps - 1 mbps,+ 1 mbps - 6 mbps,+ 6 mbps - 10 mbps,+ 10 mbps - 20 mbps,+ 20 mbps - 30 mbps,+ 30 mbps,otros,total suma Mbps
200.569200.569,1230.0,201.184201.184,"36,25 36,25 ","10,12 10,12 ",91.904 91.904 ,62.941 62.941 ,29.613 29.613 ,31.848,1604.0,116.0,80.0,142.253142.253,24.878,70.548,6.496,5.4225.422,4.9,201.184201.184
140.340140.340,0.0,140.340140.340,"40,89 40,89 ","11,14 11,14 ",50.792 50.792 ,74.497 74.497 ,2.579 2.579 ,6.638,18.306,142.0,1048.0,39.86739.867,47.438,52.89,24.61,28.76328.763,17.292,140.340140.340
125.799125.799,746.0,126.172126.172,"63,90 63,90 ","19,02 19,02 ",30.256 30.256 ,67.990 67.990 ,11.037 11.037 ,31.51,2.268,436.0,654.0,61.17161.171,12.206,13.25,10.592,46.43246.432,0.0,126.172126.172
128.985128.985,1002.0,129.486129.486,"56,37 56,37 ","17,34 17,34 ",49.756 49.756 ,39.650 39.650 ,10.382 10.382 ,22.662,36.734,228.0,932.0,70.81770.817,6.67,14.996,6.492,26.95326.953,34.114,129.486129.486
177.760177.760,4.0,177.762177.762,"51,58 51,58 ","12,49 12,49 ",59.502 59.502 ,81.740 81.740 ,24.289 24.289 ,10.246,14.216,258.0,1028.0,41.80141.801,128.926,33.978,15.482,39.59439.594,13.062,177.762177.762
69.52169.521,512.0,69.77769.777,"35,09 35,09 ","8,94 8,94 ",40.092 40.092 ,8.275 8.275 ,5.509 5.509 ,14.038,17.764,96.0,388.0,59.11359.113,1834.0,9.816,80.0,127127,8.86,69.77769.777
113.804113.804,296.0,113.952113.952,"78,41 78,41 ","22,44 22,44 ",8.401 8.401 ,8.357 8.357 ,6 6 ,121.87,72.506,210.0,0.0,11.43911.439,7.17,3.868,121.778,88,71.984,113.952113.952
38.67238.672,394.0,38.86938.869,"35,79 35,79 ","10,65 10,65 ",12.845 12.845 ,16.044 16.044 ,1.027 1.027 ,13.17,4.736,132.0,0.0,26.93826.938,8.332,13.082,1092.0,119119,986.0,38.86938.869
777.795777.795,274.0,777.932777.932,"70,00 70,00 ","22,01 22,01 ",299.974 299.974 ,381.679 381.679 ,46.698 46.698 ,60.974,38.188,1136.0,4.122,213.054213.054,397.544,193.15,114.472,189.473189.473,40.386,777.932777.932
105.446105.446,2.0,105.447105.447,"43,47 43,47 ","10,79 10,79 ",25.917 25.917 ,72.074 72.074 ,355 355 ,6.076,8.126,266.0,3.558,32.55732.557,115.418,10.356,494.0,3.3283.328,9.032,105.447105.447
38.90038.900,578.0,39.18939.189,"76,37 76,37 ","22,64 22,64 ",12.854 12.854 ,26.025 26.025 ,0 0 ,0.0,620.0,22.0,0.0,22.32522.325,10.372,6.068,782.0,796796,14.892,39.18939.189
217.134217.134,44.0,217.156217.156,"51,78 51,78 ","12,83 12,83 ",150.084 150.084 ,9.833 9.833 ,55.120 55.120 ,2.714,1524.0,104.0,194.0,49.02849.028,109.074,68.368,4.492,74.37774.377,5.27,217.156217.156
3.932.2113.932.211,10.132,3.937.2773.937.277,"67,66 67,66 ","22,41 22,41 ",653.930 653.930 ,2.384.557 2.384.557 ,749.087 749.087 ,188.324,111.082,75.084,63.028,1.113.8231.113.823,469.42,439.544,388.496,2.085.8152.085.815,39.706,3.937.2773.937.277
1.371.2851.371.285,2.78,1.372.6751.372.675,"107,68 107,68 ","44,62 44,62 ",170.375 170.375 ,1.129.573 1.129.573 ,39.417 39.417 ,7.872,58.748,528.0,624.0,162.222162.222,170.166,137.506,156.056,977.766977.766,494.0,1.372.6751.372.675
49.90349.903,2.0,49.90449.904,"47,16 47,16 ","12,00 12,00 ",26.868 26.868 ,3.690 3.690 ,16.857 16.857 ,522.0,4.456,126.0,0.0,8.2768.276,17.536,22.39,1124.0,18.88618.886,4.308,49.90449.904
133.951133.951,6.0,133.954133.954,"41,54 41,54 ","11,10 11,10 ",45.745 45.745 ,58.825 58.825 ,20.675 20.675 ,13.412,4.006,616.0,224.0,24.67524.675,43.278,55.092,27.502,38.72938.729,14.388,133.954133.954
129.202129.202,1650.0,130.027130.027,"68,34 68,34 ","20,95 20,95 ",45.761 45.761 ,39.386 39.386 ,2.897 2.897 ,46.432,37.534,316.0,218.0,87.55987.559,44.228,24.434,5.636,1.1101.110,7.884,130.027130.027
123.388123.388,6.0,123.391123.391,"41,75 41,75 ","10,99 10,99 ",50.858 50.858 ,58.681 58.681 ,2.960 2.960 ,11.026,10.758,144.0,1054.0,35.19035.190,46.63,50.616,17.23,25.34425.344,10.04,123.391123.391
867.417867.417,110.0,867.472867.472,"75,22 75,22 ","23,03 23,03 ",276.360 276.360 ,430.771 430.771 ,102.217 102.217 ,96.736,19.512,336.0,6.128,218.599218.599,249.666,168.472,127.646,361.021361.021,23.456,867.472867.472
241.482241.482,26.0,241.495241.495,"58,19 58,19 ","17,40 17,40 ",87.892 87.892 ,106.950 106.950 ,13.954 13.954 ,40.758,24.64,260.0,5.822,66.64866.648,102.956,81.594,28.754,49.39549.395,31.518,241.495241.495
49.20949.209,0.0,49.20949.209,"31,91 31,91 ","8,12 8,12 ",21.790 21.790 ,10.003 10.003 ,2.000 2.000 ,30.046,786.0,782.0,302.0,23.16323.163,14.864,14.25,1982.0,8.2198.219,3.474,49.20949.209
106.728106.728,0.0,106.728106.728,"54,04 54,04 ","13,82 13,82 ",32.611 32.611 ,57.682 57.682 ,11.112 11.112 ,1904.0,8.742,110.0,364.0,32.13132.131,21.132,90.396,586.0,15.23815.238,6.13,106.728106.728
93.61993.619,232.0,93.73593.735,"79,26 79,26 ","26,12 26,12 ",9.015 9.015 ,56.845 56.845 ,14.677 14.677 ,23.786,2.61,586.0,1620.0,66.69566.695,15.64,11.154,4.378,6.3226.322,8.058,93.73593.735
52.61352.613,6.0,52.61652.616,"50,12 50,12 ","13,34 13,34 ",17.346 17.346 ,34.984 34.984 ,1 1 ,500.0,70.0,42.0,2.0,37.10537.105,11.91,9.32,248.0,4.7484.748,4.0,52.61652.616
207.173207.173,1230.0,207.788207.788,"37,35 37,35 ","10,42 10,42 ",91.908 91.908 ,64.672 64.672 ,32.817 32.817 ,35.046,1736.0,116.0,80.0,141.404141.404,24.246,84.866,6.896,8.2378.237,90.0,207.788207.788
143.186143.186,0.0,143.186143.186,"41,60 41,60 ","11,33 11,33 ",50.195 50.195 ,77.989 77.989 ,2.572 2.572 ,6.89,17.97,142.0,1048.0,39.00539.005,48.43,51.884,27.326,30.98730.987,17.558,143.186143.186
128.862128.862,746.0,129.235129.235,"65,24 65,24 ","19,42 19,42 ",30.222 30.222 ,70.446 70.446 ,11.043 11.043 ,33.574,1474.0,436.0,654.0,60.46360.463,13.122,11.95,10.898,49.43949.439,1606.0,129.235129.235
130.966130.966,1002.0,131.467131.467,"57,05 57,05 ","17,55 17,55 ",49.530 49.530 ,40.001 40.001 ,10.381 10.381 ,26.374,36.736,228.0,932.0,68.98668.986,7.538,14.192,6.91,28.48828.488,38.186,131.467131.467
180.844180.844,4.0,180.846180.846,"52,32 52,32 ","12,67 12,67 ",58.216 58.216 ,84.128 84.128 ,25.445 25.445 ,11.528,14.586,258.0,1028.0,32.78032.780,129.472,31.98,15.856,43.77343.773,29.992,180.846180.846
77.07177.071,512.0,77.32777.327,"38,79 38,79 ","9,88 9,88 ",40.092 40.092 ,9.223 9.223 ,5.509 5.509 ,28.046,16.96,96.0,388.0,65.52665.526,1422.0,13.058,82.0,128128,8.3,77.32777.327
116.417116.417,296.0,116.565116.565,"79,96 79,96 ","22,88 22,88 ",8.401 8.401 ,10.077 10.077 ,6 6 ,123.656,72.506,210.0,0.0,12.19912.199,6.702,5.332,122.638,88,73.834,116.565116.565
39.08439.084,394.0,39.28139.281,"35,95 35,95 ","10,70 10,70 ",12.845 12.845 ,16.098 16.098 ,1.027 1.027 ,13.876,4.746,132.0,0.0,26.88826.888,8.03,13.46,1258.0,120120,1666.0,39.28139.281
802.861802.861,274.0,802.998802.998,"72,12 72,12 ","22,68 22,68 ",295.051 295.051 ,405.807 405.807 ,45.721 45.721 ,74.224,38.614,1136.0,2.482,213.353213.353,398.762,184.19,117.594,210.562210.562,54.002,802.998802.998
105.491105.491,2.0,105.492105.492,"43,38 43,38 ","10,76 10,76 ",26.419 26.419 ,70.720 70.720 ,555 555 ,8.37,7.226,266.0,1818.0,33.28733.287,114.836,9.316,584.0,3.9943.994,9.602,105.492105.492
39.36639.366,578.0,39.65539.655,"76,81 76,81 ","22,77 22,77 ",12.854 12.854 ,26.491 26.491 ,0 0 ,0.0,620.0,22.0,0.0,22.09422.094,10.828,7.452,962.0,937937,13.984,39.65539.655
223.854223.854,44.0,223.876223.876,"53,23 53,23 ","13,18 13,18 ",149.605 149.605 ,11.752 11.752 ,59.949 59.949 ,3.616,1524.0,104.0,194.0,45.91345.913,109.22,66.252,6.492,84.19584.195,5.274,223.876223.876
4.028.1954.028.195,10.132,4.033.2614.033.261,"68,98 68,98 ","22,90 22,90 ",635.651 635.651 ,2.441.248 2.441.248 ,804.991 804.991 ,186.888,115.854,73.878,62.394,1.109.8651.109.865,484.486,428.342,427.176,2.176.2422.176.242,18.032,4.033.2614.033.261
1.378.1401.378.140,2.78,1.379.5301.379.530,"108,31 108,31 ","44,83 44,83 ",163.060 163.060 ,1.142.528 1.142.528 ,39.890 39.890 ,9.63,58.474,270.0,488.0,160.210160.210,156.246,120.416,160.538,1.000.0731.000.073,536.0,1.379.5301.379.530
52.39552.395,2.0,52.39652.396,"49,41 49,41 ","12,57 12,57 ",26.870 26.870 ,5.115 5.115 ,17.856 17.856 ,644.0,4.466,142.0,0.0,8.8438.843,17.48,22.872,1182.0,20.40620.406,4.618,52.39652.396
139.088139.088,6.0,139.091139.091,"43,03 43,03 ","11,50 11,50 ",44.332 44.332 ,61.200 61.200 ,23.687 23.687 ,15.994,3.75,602.0,224.0,24.78224.782,44.958,53.604,31.402,40.94940.949,15.93,139.091139.091
129.749129.749,1650.0,130.574130.574,"68,35 68,35 ","20,95 20,95 ",45.703 45.703 ,39.756 39.756 ,3.040 3.040 ,46.726,37.424,212.0,218.0,88.15788.157,43.648,24.092,5.636,1.1121.112,8.804,130.574130.574
125.656125.656,6.0,125.659125.659,"42,43 42,43 ","11,17 11,17 ",50.102 50.102 ,61.495 61.495 ,3.146 3.146 ,11.252,10.58,134.0,1054.0,31.90031.900,52.642,51.374,18.766,26.78926.789,9.97,125.659125.659
902.646902.646,110.0,902.701902.701,"78,08 78,08 ","23,90 23,90 ",267.396 267.396 ,439.322 439.322 ,125.620 125.620 ,105.654,35.072,238.0,4.772,214.963214.963,270.524,164.442,140.026,384.169384.169,27.136,902.701902.701
247.368247.368,26.0,247.381247.381,"59,47 59,47 ","17,78 17,78 ",85.683 85.683 ,113.670 113.670 ,15.653 15.653 ,40.412,24.338,210.0,5.822,65.65965.659,107.112,81.51,33.2,53.14153.141,29.308,247.381247.381
50.20650.206,0.0,50.20650.206,"32,49 32,49 ","8,27 8,27 ",21.264 21.264 ,10.789 10.789 ,2.432 2.432 ,30.682,760.0,112.0,0.0,23.54023.540,15.212,14.362,2.394,8.9468.946,3.36,50.20650.206
105.851105.851,0.0,105.851105.851,"53,46 53,46 ","13,67 13,67 ",32.850 32.850 ,52.815 52.815 ,15.639 15.639 ,2.154,6.94,98.0,364.0,23.77223.772,28.758,89.86,892.0,19.28219.282,5.622,105.851105.851
96.77996.779,232.0,96.89596.895,"81,77 81,77 ","26,94 26,94 ",9.009 9.009 ,58.945 58.945 ,15.432 15.432 ,24.388,2.63,596.0,1108.0,70.18470.184,16.248,13.124,4.792,6.2576.257,5.04,96.89596.895
52.77552.775,6.0,52.77852.778,"50,11 50,11 ","13,34 13,34 ",17.513 17.513 ,34.984 34.984 ,1 1 ,500.0,60.0,36.0,2.0,36.90636.906,12.12,9.266,362.0,4.9794.979,0.0,52.77852.778
214.838214.838,1230.0,215.453215.453,"38,63 38,63 ","10,78 10,78 ",91.842 91.842 ,68.364 68.364 ,36.083 36.083 ,36.662,1666.0,56.0,80.0,146.312146.312,22.344,80.792,6.756,11.55711.557,5.14,215.453215.453
147.161147.161,0.0,147.161147.161,"42,64 42,64 ","11,61 11,61 ",49.462 49.462 ,79.855 79.855 ,6.589 6.589 ,8.718,13.792,102.0,1048.0,39.98839.988,52.156,52.89,29.62,32.26432.264,14.002,147.161147.161
132.762132.762,746.0,133.135133.135,"67,00 67,00 ","19,94 19,94 ",30.468 30.468 ,70.614 70.614 ,13.732 13.732 ,35.378,1264.0,232.0,654.0,56.43456.434,16.956,11.582,10.986,50.77650.776,11.44,133.135133.135
140.709140.709,1002.0,141.210141.210,"61,09 61,09 ","18,79 18,79 ",48.991 48.991 ,42.022 42.022 ,17.826 17.826 ,27.988,36.754,250.0,932.0,70.30570.305,8.306,26.262,7.024,29.37229.372,40.292,141.210141.210
187.388187.388,4.0,187.390187.390,"54,04 54,04 ","13,09 13,09 ",56.659 56.659 ,87.817 87.817 ,30.604 30.604 ,11.716,12.904,218.0,1028.0,41.44341.443,137.658,30.376,16.582,46.69746.697,12.638,187.390187.390
72.34072.340,512.0,72.59672.596,"36,32 36,32 ","9,25 9,25 ",40.072 40.072 ,7.004 7.004 ,6.599 6.599 ,20.936,16.906,50.0,388.0,61.31661.316,1480.0,10.252,664.0,275275,9.176,72.59672.596
119.287119.287,296.0,119.435119.435,"81,68 81,68 ","23,38 23,38 ",8.417 8.417 ,11.767 11.767 ,27 27 ,126.038,72.41,116.0,0.0,14.02014.020,6.98,5.376,124.478,2222,73.836,119.435119.435
40.47740.477,394.0,40.67440.674,"37,00 37,00 ","11,01 11,01 ",12.347 12.347 ,19.657 19.657 ,1.041 1.041 ,9.318,5.94,94.0,0.0,27.17327.173,8.764,13.268,2.066,647647,1516.0,40.67440.674
820.676820.676,274.0,820.813820.813,"73,58 73,58 ","23,14 23,14 ",287.271 287.271 ,414.746 414.746 ,62.692 62.692 ,77.424,34.784,1036.0,1782.0,206.372206.372,407.586,188.492,130.29,226.246226.246,47.204,820.813820.813
106.668106.668,2.0,106.669106.669,"43,75 43,75 ","10,86 10,86 ",26.812 26.812 ,70.522 70.522 ,570 570 ,10.338,7.192,246.0,1818.0,34.51834.518,115.18,9.332,822.0,4.5204.520,7.864,106.669106.669
39.32539.325,578.0,39.61439.614,"76,27 76,27 ","22,61 22,61 ",12.853 12.853 ,26.439 26.439 ,6 6 ,0.0,632.0,34.0,0.0,21.88121.881,12.238,6.994,976.0,922922,13.38,39.61439.614
231.067231.067,44.0,231.089231.089,"54,78 54,78 ","13,57 13,57 ",149.322 149.322 ,11.150 11.150 ,68.043 68.043 ,3.668,1480.0,58.0,194.0,44.09544.095,108.668,64.31,8.21,93.59493.594,5.36,231.089231.089
4.054.9364.054.936,10.132,4.060.0024.060.002,"69,11 69,11 ","23,00 23,00 ",629.679 629.679 ,2.452.056 2.452.056 ,821.597 821.597 ,197.612,115.728,73.878,62.374,1.108.3681.108.368,481.04,327.494,444.122,2.246.3132.246.313,21.734,4.060.0024.060.002
1.378.2831.378.283,2.78,1.379.6731.379.673,"108,42 108,42 ","44,83 44,83 ",159.805 159.805 ,1.145.093 1.145.093 ,39.980 39.980 ,11.118,58.472,270.0,488.0,159.662159.662,153.506,112.914,166.51,1.003.0411.003.041,252.0,1.379.6731.379.673
51.96751.967,2.0,51.96851.968,"48,90 48,90 ","12,44 12,44 ",26.316 26.316 ,4.409 4.409 ,18.688 18.688 ,644.0,4.466,142.0,0.0,7.4237.423,16.91,20.23,1424.0,22.99622.996,4.392,51.96851.968
139.767139.767,6.0,139.770139.770,"43,14 43,14 ","11,53 11,53 ",43.214 43.214 ,61.251 61.251 ,25.426 25.426 ,16.008,3.75,602.0,224.0,24.35724.357,44.204,55.112,28.992,42.46242.462,16.768,139.770139.770
131.515131.515,1650.0,132.340132.340,"68,99 68,99 ","21,15 21,15 ",45.501 45.501 ,40.960 40.960 ,3.444 3.444 ,47.446,37.424,212.0,218.0,86.98686.986,42.802,30.784,5.688,1.1121.112,8.78,132.340132.340
126.622126.622,6.0,126.625126.625,"42,66 42,66 ","11,23 11,23 ",49.160 49.160 ,62.876 62.876 ,3.337 3.337 ,11.898,10.606,134.0,1054.0,31.54431.544,52.446,52.338,18.002,27.64127.641,10.906,126.625126.625
910.826910.826,110.0,910.881910.881,"78,59 78,59 ","24,06 24,06 ",260.350 260.350 ,444.695 444.695 ,134.634 134.634 ,108.274,34.13,186.0,4.772,211.799211.799,270.184,149.318,143.968,402.191402.191,25.354,910.881910.881
251.950251.950,26.0,251.963251.963,"60,44 60,44 ","18,07 18,07 ",83.688 83.688 ,118.424 118.424 ,16.846 16.846 ,41.672,24.338,210.0,5.822,67.25567.255,112.12,84.864,31.548,54.60054.600,25.652,251.963251.963
50.68650.686,0.0,50.68650.686,"32,73 32,73 ","8,33 8,33 ",20.663 20.663 ,11.412 11.412 ,2.562 2.562 ,31.338,760.0,112.0,0.0,22.40922.409,15.138,15.832,2.43,9.5799.579,3.884,50.68650.686
110.456110.456,0.0,110.456110.456,"55,63 55,63 ","14,23 14,23 ",32.254 32.254 ,54.324 54.324 ,17.322 17.322 ,5.354,7.758,98.0,350.0,23.73523.735,34.586,81.298,1136.0,25.60925.609,4.756,110.456110.456
96.98996.989,232.0,97.10597.105,"81,78 81,78 ","26,94 26,94 ",8.946 8.946 ,58.711 58.711 ,15.779 15.779 ,24.738,2.6,596.0,1108.0,68.20068.200,15.728,15.222,5.572,7.3687.368,4.848,97.10597.105
52.62552.625,6.0,52.62852.628,"49,81 49,81 ","13,26 13,26 ",17.363 17.363 ,34.984 34.984 ,1 1 ,500.0,60.0,36.0,2.0,36.74936.749,11.936,9.208,430.0,5.0745.074,-2.0,52.62852.628
218.308218.308,1230.0,218.923218.923,"39,15 39,15 ","10,93 10,93 ",91.844 91.844 ,69.295 69.295 ,38.619 38.619 ,36.664,1666.0,56.0,80.0,134.386134.386,22.432,105.066,8.122,16.61516.615,88.0,218.923218.923
149.387149.387,0.0,149.387149.387,"43,17 43,17 ","11,76 11,76 ",48.292 48.292 ,82.339 82.339 ,7.064 7.064 ,9.592,13.792,102.0,1048.0,40.94940.949,51.006,54.202,28.1,32.95332.953,16.512,149.387149.387
132.862132.862,746.0,133.235133.235,"66,84 66,84 ","19,90 19,90 ",30.223 30.223 ,70.457 70.457 ,14.171 14.171 ,35.504,1264.0,232.0,654.0,56.17156.171,16.886,11.806,11.354,50.84050.840,11.516,133.235133.235
140.667140.667,1002.0,141.168141.168,"60,88 60,88 ","18,72 18,72 ",48.777 48.777 ,42.192 42.192 ,17.828 17.828 ,27.988,36.754,250.0,932.0,70.01170.011,8.374,26.09,7.284,29.58929.589,40.206,141.168141.168
187.572187.572,4.0,187.574187.574,"53,93 53,93 ","13,06 13,06 ",54.768 54.768 ,89.187 89.187 ,31.498 31.498 ,11.338,12.904,218.0,40.0,40.78540.785,136.298,18.328,16.278,54.88954.889,12.638,187.574187.574
78.01178.011,512.0,78.26778.267,"39,06 39,06 ","9,95 9,95 ",40.072 40.072 ,11.589 11.589 ,6.671 6.671 ,22.964,16.906,50.0,388.0,60.43960.439,1716.0,22.988,680.0,276276,9.282,78.26778.267
119.006119.006,296.0,119.154119.154,"81,24 81,24 ","23,25 23,25 ",8.417 8.417 ,10.678 10.678 ,28 28 ,127.652,72.41,116.0,0.0,11.88911.889,5.852,8.858,125.826,2222,73.834,119.154119.154
45.86845.868,394.0,46.06546.065,"41,65 41,65 ","12,39 12,39 ",12.347 12.347 ,23.089 23.089 ,5.975 5.975 ,8.528,780.0,100.0,0.0,30.65530.655,16.668,13.974,2.674,647647,-3.89,46.06546.065
825.990825.990,274.0,826.127826.127,"73,92 73,92 ","23,24 23,24 ",277.012 277.012 ,421.480 421.480 ,70.976 70.976 ,78.28,35.038,1036.0,1782.0,201.632201.632,408.916,183.692,130.952,236.924236.924,48.764,826.127826.127
111.640111.640,2.0,111.641111.641,"45,67 45,67 ","11,33 11,33 ",26.468 26.468 ,75.849 75.849 ,570 570 ,10.316,7.192,246.0,1818.0,33.88433.884,116.928,17.098,1400.0,4.8684.868,8.288,111.641111.641
40.13340.133,578.0,40.42240.422,"77,35 77,35 ","22,93 22,93 ",12.853 12.853 ,27.247 27.247 ,6 6 ,0.0,632.0,34.0,0.0,21.37921.379,2.936,8.634,972.0,919919,23.672,40.42240.422
231.890231.890,44.0,231.912231.912,"54,82 54,82 ","13,58 13,58 ",147.199 147.199 ,12.185 12.185 ,69.954 69.954 ,3.668,1480.0,58.0,194.0,42.81042.810,106.832,50.51,8.376,103.437103.437,5.36,231.912231.912
4.127.1674.127.167,10.368,4.132.3514.132.351,"70,00 70,00 ","23,35 23,35 ",603.255 603.255 ,2.503.830 2.503.830 ,854.173 854.173 ,227.092,115.094,74.384,62.356,1.096.0491.096.049,488.002,280.644,473.794,2.337.6042.337.604,18.216,4.132.3514.132.351
1.398.7471.398.747,3.216,1.400.3551.400.355,"110,14 110,14 ","45,49 45,49 ",148.989 148.989 ,1.175.097 1.175.097 ,41.318 41.318 ,11.16,58.742,588.0,1206.0,157.558157.558,147.136,87.718,173.31,1.037.7521.037.752,132.0,1.400.3551.400.355
55.74355.743,2.0,55.74455.744,"52,34 52,34 ","13,31 13,31 ",20.305 20.305 ,9.426 9.426 ,22.331 22.331 ,2.898,4.466,142.0,0.0,7.2197.219,18.182,13.656,9.882,25.38825.388,4.412,55.74455.744
140.726140.726,6.0,140.729140.729,"43,33 43,33 ","11,58 11,58 ",39.826 39.826 ,62.948 62.948 ,27.584 27.584 ,16.036,4.706,602.0,224.0,23.44423.444,43.148,48.064,32.138,47.23947.239,15.916,140.729140.729
138.412138.412,1650.0,139.237139.237,"72,29 72,29 ","22,16 22,16 ",49.271 49.271 ,41.497 41.497 ,6.081 6.081 ,47.364,37.412,208.0,210.0,89.63989.639,45.21,33.208,7.792,1.1121.112,10.344,139.237139.237
129.498129.498,6.0,129.501129.501,"43,54 43,54 ","11,47 11,47 ",46.648 46.648 ,67.262 67.262 ,3.731 3.731 ,13.114,10.606,134.0,1290.0,29.41929.419,54.074,49.048,20.118,32.69732.697,10.106,129.501129.501
930.818930.818,124.0,930.880930.880,"80,12 80,12 ","24,53 24,53 ",239.780 239.780 ,467.782 467.782 ,151.855 151.855 ,111.888,31.038,198.0,4.904,201.757201.757,273.032,133.9,141.648,442.357442.357,19.85,930.880930.880
257.617257.617,30.0,257.632257.632,"61,66 61,66 ","18,44 18,44 ",77.836 77.836 ,124.957 124.957 ,17.856 17.856 ,47.572,26.394,214.0,6.048,63.51863.518,110.698,78.936,36.968,61.60561.605,32.154,257.632257.632
51.55151.551,0.0,51.55151.551,"33,23 33,23 ","8,46 8,46 ",19.571 19.571 ,12.509 12.509 ,3.610 3.610 ,31.38,342.0,762.0,0.0,22.36422.364,14.62,14.92,2.682,11.07711.077,3.236,51.55151.551
111.848111.848,0.0,111.848111.848,"56,18 56,18 ","14,37 14,37 ",24.738 24.738 ,60.800 60.800 ,19.611 19.611 ,5.462,7.936,96.0,350.0,24.18224.182,33.154,75.816,1214.0,29.95029.950,4.802,111.848111.848
97.55197.551,232.0,97.66797.667,"82,08 82,08 ","27,04 27,04 ",9.017 9.017 ,57.014 57.014 ,17.132 17.132 ,26.418,2.59,596.0,1108.0,64.14664.146,15.538,16.256,6.798,9.3119.311,8.124,97.66797.667
81.59981.599,6.0,81.60281.602,"76,98 76,98 ","20,49 20,49 ",11.627 11.627 ,54.255 54.255 ,9.445 9.445 ,12.49,60.0,36.0,2.0,5.3125.312,11.942,46.596,9.65,42.15842.158,38.0,81.60281.602
229.052229.052,1238.0,229.671229.671,"40,97 40,97 ","11,43 11,43 ",91.503 91.503 ,70.834 70.834 ,44.696 44.696 ,43.622,1654.0,72.0,62.0,137.462137.462,21.772,112.234,8.806,20.68620.686,100.0,229.671229.671
156.176156.176,0.0,156.176156.176,"45,01 45,01 ","12,26 12,26 ",44.960 44.960 ,87.861 87.861 ,10.376 10.376 ,10.634,15.324,102.0,10.0,41.64341.643,51.814,51.622,32.344,38.30838.308,16.558,156.176156.176
137.877137.877,746.0,138.250138.250,"69,14 69,14 ","20,58 20,58 ",30.083 30.083 ,72.690 72.690 ,15.619 15.619 ,38.436,1280.0,224.0,654.0,57.71357.713,17.262,11.742,11.886,54.00854.008,11.29,138.250138.250
143.583143.583,1002.0,144.084144.084,"61,94 61,94 ","19,05 19,05 ",48.189 48.189 ,43.761 43.761 ,18.727 18.727 ,30.062,36.752,250.0,1114.0,69.35669.356,7.326,30.038,7.734,31.48831.488,40.018,144.084144.084
191.637191.637,4.0,191.639191.639,"54,93 54,93 ","13,30 13,30 ",51.396 51.396 ,96.016 96.016 ,32.050 32.050 ,11.448,12.906,202.0,40.0,42.54342.543,134.024,14.198,19.308,58.88258.882,12.656,191.639191.639
78.67778.677,512.0,78.93378.933,"39,28 39,28 ","10,01 10,01 ",40.072 40.072 ,12.369 12.369 ,6.673 6.673 ,22.744,16.894,36.0,666.0,59.98959.989,1568.0,25.1,680.0,278278,9.282,78.93378.933
122.670122.670,296.0,122.818122.818,"83,48 83,48 ","23,89 23,89 ",8.417 8.417 ,11.308 11.308 ,28 28 ,133.72,72.41,120.0,0.0,11.75211.752,5.406,10.836,131.892,2222,73.834,122.818122.818
48.78548.785,394.0,48.98248.982,"44,01 44,01 ","13,10 13,10 ",12.347 12.347 ,22.967 22.967 ,6.328 6.328 ,8.538,6.142,100.0,0.0,30.59530.595,16.926,13.776,3.15,676676,1470.0,48.98248.982
840.449840.449,302.0,840.600840.600,"75,07 75,07 ","23,60 23,60 ",256.741 256.741 ,431.915 431.915 ,90.424 90.424 ,87.994,35.046,934.0,1792.0,202.018202.018,408.154,160.904,150.39,262.124262.124,30.742,840.600840.600
114.089114.089,2.0,114.090114.090,"46,56 46,56 ","11,55 11,55 ",20.734 20.734 ,83.770 83.770 ,909 909 ,10.162,7.192,246.0,1818.0,32.03432.034,124.448,20.718,1622.0,6.0646.064,3.132,114.090114.090
35.40435.404,578.0,35.69335.693,"67,89 67,89 ","20,13 20,13 ",12.853 12.853 ,22.504 22.504 ,6 6 ,28.0,632.0,34.0,0.0,21.33521.335,13.826,9.16,952.0,889889,2.966,35.69335.693
233.026233.026,50.0,233.051233.051,"54,93 54,93 ","13,61 13,61 ",110.429 110.429 ,48.359 48.359 ,71.683 71.683 ,3.674,1486.0,64.0,194.0,40.22440.224,103.296,47.464,10.044,109.616109.616,5.36,233.051233.051
4.246.4254.246.425,10.368,4.251.6094.251.609,"71,68 71,68 ","23,97 23,97 ",585.729 585.729 ,2.595.485 2.595.485 ,885.613 885.613 ,240.456,129.108,74.386,62.298,1.108.9401.108.940,496.306,282.766,385.594,2.482.2662.482.266,19.456,4.251.6094.251.609
1.411.7971.411.797,3.216,1.413.4051.413.405,"111,27 111,27 ","45,90 45,90 ",142.902 142.902 ,1.192.107 1.192.107 ,42.966 42.966 ,12.118,58.742,590.0,1206.0,156.978156.978,134.026,79.57,147.004,1.075.2291.075.229,0.0,1.413.4051.413.405
56.25356.253,2.0,56.25456.254,"52,71 52,71 ","13,41 13,41 ",18.413 18.413 ,11.709 11.709 ,22.331 22.331 ,3.136,4.466,142.0,0.0,6.7556.755,16.856,21.034,3.318,26.61826.618,4.412,56.25456.254
139.868139.868,6.0,139.871139.871,"42,96 42,96 ","11,48 11,48 ",38.258 38.258 ,63.659 63.659 ,27.583 27.583 ,16.036,4.706,602.0,224.0,22.54522.545,41.972,47.704,28.824,49.70549.705,15.916,139.871139.871
